,Place_ID,Bar,Cafe,Restaurant
276,ChIJucj1dcoBey4RF5ElatIpyMI,0,0,1
277,ChIJU-h6RD8Bey4RPC-SO7WgdKM,0,0,1
278,ChIJF17y-p8Aey4ReSIFmqnc-Ro,0,0,1
279,ChIJT1rOTHWqey4RIS1Uae9RT6c,0,0,1
280,ChIJd3kWswqqey4R0A9CUjYljE0,0,0,1
281,ChIJIUVffToBey4RxBa785KpZww,0,0,1
282,ChIJO5DDVdmrey4RXbDmH2OTbKk,0,0,1
283,ChIJpx5iqMarey4R29ROHeHWtQ8,0,0,1
284,ChIJ-9eoTHWqey4RJijgMwhjRyA,0,0,1
285,ChIJKS7QtAqqey4Rb5tS63UASUM,0,0,1
286,ChIJo8q8PJkAey4Roz99qNY_ttA,0,0,1
287,ChIJaRi2c0mrey4RG1hIMZgdcKQ,0,0,1
288,ChIJ6wiRQ58Bey4RqV2n-R0nBwo,0,0,1
289,ChIJNdend-Jaei4R11NHh3TifEc,0,0,1
290,ChIJXw3E1B9bei4R2l_wqM70q9o,0,0,1
291,ChIJq5BpvY1bei4R7KGpQs62yYo,0,0,1
292,ChIJLx29Mx5bei4RJazU5dipgPI,0,0,1
293,ChIJyyUP0vJaei4RxZ4gRZNhOcI,0,0,1
294,ChIJV6WlVuBaei4R4LdQ306fWcQ,0,0,1
295,ChIJSZOSV-5aei4RP2iks11A8wc,0,0,1
296,ChIJv3EPWxZbei4R6tgug9i5sik,0,0,1
297,ChIJL7H7j2hbei4R_3QOQjy_DJ4,0,0,1
298,ChIJ-YsB5eJaei4R4u9P73I8J3E,0,0,1
299,ChIJSTAzC8xbei4RiFBZ429qFCI,0,0,1
300,ChIJobg3mC5bei4RHq5_NCkoJGg,0,0,1
301,ChIJ2VNmSORaei4RETYPISkVPdE,0,0,1
302,ChIJhb04heNbei4RJgohU1fNpWc,0,0,1
303,ChIJIYvZm-Zaei4RFFrMb4vComA,0,0,1
304,ChIJS75pfA1bei4Rimw0jQyvU6A,0,0,1
305,ChIJe1EgS61bei4RWRJ33gTF3zc,0,0,1
306,ChIJQ_-1P-daei4RY0zUxNIFlLU,0,0,1
307,ChIJAzr9i91aei4RNFASW7eHfnI,0,0,1
308,ChIJ9bs_E2Bbei4RGFSws7jwgxg,1,0,0
309,ChIJtckhKH9bei4RXcgaE15s-Aw,1,0,0
310,ChIJIUGoHhNbei4RBncoV5EdCGM,1,0,0
311,ChIJL0dCPbBbei4RW1xkLR2eF6c,1,0,0
312,ChIJNQFFAu5bei4ReH7Iy9XSKKw,1,0,0
313,ChIJ28WaB4Zbei4RHnvW9fVBL9U,1,0,0
314,ChIJS2ErzzNbei4R57aV-9XqHQI,1,0,0
315,ChIJ9ejkQcNbei4RegDpbjzzVRg,1,0,0
316,ChIJk3PtsMhbei4Rrw4dOQGrNYo,1,0,0
317,ChIJSQwX1GJRei4R_34D8-GBghk,1,0,0
318,ChIJRz1-F-BRei4RTuhaw0gy118,1,0,0
319,ChIJ-dg2e55bei4R2NFzQbFGu80,1,0,0
320,ChIJmScjDrJFei4RgfsVdAKkIAY,1,0,0
321,ChIJkarDbydRei4Rt23_nGFTQ_E,1,0,0
322,ChIJcZ0Ocvtbei4RA0oni-J1lJQ,1,0,0
323,ChIJXa1H0iZRei4RFCMGe6Cq1iQ,1,0,0
324,ChIJDfcdarBbei4RMIPfgVcJ_8U,1,0,0
325,ChIJGxiQHPVbei4Rfu4PSfH0SSo,1,0,0
326,ChIJbbKlBQdbei4RZHMyjwkJYGQ,1,0,0
327,ChIJ-S-FxAZbei4Rdf1ECy_-xNE,1,0,0
328,ChIJY6GDKL2rey4R-n_eG4iYQWM,1,0,0
329,ChIJJdrijK8Bey4RLJd-873sz5w,1,0,0
330,ChIJiVBSrs4Bey4R3RKWmbnwIao,1,0,0
331,ChIJV11G-y4Bey4RYQPKYY1gUOc,1,0,0
332,ChIJqTPFQnEBey4R9tR8vperQC0,1,0,0
333,ChIJwdzAGB0Bey4R3PGnSu5Kfjo,1,0,0
334,ChIJn6lUEjsBey4RF_q5xwJV-wA,1,0,0
335,ChIJzYawTdcBey4R4WoPUTs2xNU,1,0,0
336,ChIJeTmrspABey4RduuVLiRax84,1,0,0
337,ChIJ16DYWAsBey4RqS-UoUnoX6s,1,0,0
338,ChIJ6TZkt4EBey4RTSF7kRQtZww,1,0,0
339,ChIJK267UEYBey4RamHV9IVnTQ4,1,0,0
340,ChIJKfybfCerey4Rlo5RzghOieM,1,0,0
341,ChIJ8-oBu1UBey4R_xc3BLEjhfo,0,1,0
342,ChIJzRJJzqIBey4Rb_-C8fFfHKM,1,0,0
343,ChIJ60RrSfgBey4RnRYQWzCoEl8,1,0,0
344,ChIJw0odVxABey4RYYJqRXWWaD0,0,1,0
345,ChIJuT8N7kIBey4R0ABbRM91MtM,0,1,0
346,ChIJwdfv6VcBey4RYYB5P9NosvQ,1,0,0
347,ChIJ8-qojNEBey4RmgEnXPbw63o,0,1,0
348,ChIJQUqhIOhZei4RHW_sV3lUIms,1,0,0
349,ChIJd81Ktl5Zei4R54QV1DCbauA,1,0,0
350,ChIJXWuYlUZZei4Rkg5yarJjXp4,1,0,0
351,ChIJl3imDFRZei4RfuFCQvMBQ2U,1,0,0
352,ChIJAQP5ON5Zei4RKyH5Zu3y-E4,1,0,0
353,ChIJkxFrDHZZei4R3KwdLUfzSwI,1,0,0
354,ChIJl6tDx8dZei4RfA88ffLXnDc,1,0,1
355,ChIJ6cH-QttZei4RqYeB-SLOijo,1,0,0
356,ChIJ_d1vMLRZei4RqqiLlJteR38,1,0,0
357,ChIJx9si9MVZei4R7k80s8E6a3Q,1,0,0
358,ChIJY0ksac5Zei4RPbHv7M30PhM,1,0,0
359,ChIJjUI2c6FZei4RXPvloZqRxlw,1,0,0
360,ChIJm-Y01qpZei4RBbzEQdCI1js,1,0,0
361,ChIJHfSeNgNZei4RT3WiyG3HX_U,1,0,0
362,ChIJW3YBzrhZei4R1BDCDA3cHh8,1,0,0
363,ChIJrRdWW29Zei4RPhAl8ZjSWrA,1,0,0
364,ChIJNQpt3s1Zei4Rled2g7J-wNg,1,0,0
365,ChIJ7d_nCsBZei4R4nM70A44-UE,1,0,1
366,ChIJd76-x3pZei4RmOP4SiDA1sE,1,0,0
367,ChIJzXaqSjJYei4RYf7_5RITA9Y,1,0,0
368,ChIJAeuqm2FZei4RXqZWUJ0q8-E,1,0,0
369,ChIJxbpgRkhYei4Ri0J5gvxo4CE,1,0,0
370,ChIJ91iEjvhZei4R2_1_4IMeUz8,1,0,0
371,ChIJi3ZIy-BZei4RspLBMARAtPw,1,0,0
372,ChIJp4drRkhYei4RD0sGJEwVJLw,1,0,0
373,ChIJlUDN8zBYei4RQ1NeDlgcJu0,1,0,0
374,ChIJGeQIabpZei4Rnvaisu9UCYU,1,0,0
375,ChIJ51nfgEFZei4RJwcTMc5VXW4,1,0,0
376,ChIJbc2bgURYei4RAw8upAxTexE,1,0,1
377,ChIJwZuRJzJYei4R8E5x55dY6xs,1,0,0
378,ChIJz8NNJzpYei4R9Wh7rwSq9cY,1,0,1
379,ChIJi_28PCZZei4Rd2RjxWugI1U,1,0,0
380,ChIJcV4i2S9Zei4Rd4jlQhl4wxE,1,0,0
381,ChIJ-xzGzCNZei4RL3HQ031ZSTQ,1,0,0
382,ChIJHytZNZRZei4RRbqBOVA3qW8,1,0,0
383,ChIJK6gSTSZZei4RB6HyO0-oBQ0,1,0,0
384,ChIJX27m_aNZei4RWpf-xMwyb4Y,1,0,0
385,ChIJd7M66J1Zei4RVqoL_YKHkeg,1,0,0
386,ChIJG8e4JItZei4RAQzK2ekxR7E,1,0,0
387,ChIJa4xFOZNZei4RddSVY-39S8s,1,0,0
388,ChIJEe7JtIhZei4RPBfE4ZOuJJk,1,0,0
389,ChIJhzv4cOpZei4Rjwb_QkB36Do,1,0,0
390,ChIJzdIkjZxZei4RgAq0Zm4aqic,1,0,0
391,ChIJSfaHNt1Zei4RJP_H_U8UH-U,1,0,0
392,ChIJi9Qm7vFZei4RnsV1O-cof0Q,1,0,0
393,ChIJW3EnJZVZei4RzSCwIN529nM,1,0,0
394,ChIJswAgycJZei4RcK9qV-dm1uo,1,0,0
395,ChIJ51du8_JZei4Rew9VMC2ahw0,1,0,0
396,ChIJ67G__uHjei4RPv1RLQDmgrs,1,0,0
397,ChIJnZxtbwHkei4RPdBS_5QOaKE,1,0,0
398,ChIJERLaFYvjei4RLLokgrg7kH8,1,0,0
399,ChIJ9WRgXEnlei4RPwu6gLY7CU8,1,0,0
400,ChIJIYxNkC7lei4RbHiHGxHTtrE,1,0,0
401,ChIJg_IxfvLlei4R0h3WceeDW5s,1,0,0
402,ChIJoYkKaT3lei4RaQpG_uwVPFA,1,0,0
403,ChIJf6kM4Ljlei4RIqe4-3pVqaY,1,0,0
404,ChIJA9fPd8Tlei4RnqDGJ9Jljro,1,0,0
405,ChIJceqm803nei4RGV5zRWPHRIQ,1,0,0
406,ChIJ__OA4J3lei4RHlfB85vTctc,1,0,0
407,ChIJCfxrxdPjei4R5O1EBSra9kc,1,0,0
408,ChIJkZLtXYnlei4RbQfhZ7h5JOA,1,0,0
409,ChIJ8fe9dU3jei4R0Bo8Bj7fB40,0,1,0
410,ChIJuW7XgJ7lei4Rq-s9fASvLuM,1,0,0
411,ChIJWevCApL7ei4RwvVHOXTwNIU,1,0,0
412,ChIJKSiNE1P7ei4RUbjISywZ1M0,1,0,0
413,ChIJ4xtUIdDlei4ROmMqJadW3dQ,1,0,0
414,ChIJk6VB34zjei4Rw_4P1T9yWrU,1,0,0
415,ChIJwfr0wE_9ei4R8R-Ct8dhnBY,1,0,0
416,ChIJwU2d2ChXei4RmtoP3c2jfkk,1,0,0
417,ChIJMSmclXdXei4RxtARZWx6D1c,1,0,0
418,ChIJmSsxmKlXei4RJNvynhAcGMg,1,0,0
419,ChIJA1b2MI5Xei4RJQMO4yQxsTI,1,0,0
420,ChIJ1RIoAgtXei4RI2EP4klJSyU,1,0,0
421,ChIJB0PGU4ZXei4RXVvl9Sw3wbc,1,0,0
422,ChIJdY4LOE1Xei4R_ghYXyzalsI,1,0,0
423,ChIJ84Xf7vFXei4RnaXpeptQJY4,1,0,0
424,ChIJQQGD3pdXei4RRrkGUjr4yt4,1,0,0
425,ChIJWb6eK5pXei4RXXR2gj4TfEo,1,0,0
426,ChIJu4La5qJXei4Rv_tS1ldTqms,1,0,1
427,ChIJ791vStZXei4R7YfuNYJNEyI,1,0,0
428,ChIJG80h4P9Xei4RJSRcDOo4FXU,1,0,0
429,ChIJJwl9foJZei4R8rih3U24x7Y,1,0,0
430,ChIJEfwpIKNXei4RiBsfs58ffE0,1,0,1
431,ChIJkwYg67NXei4Rv__3q1i7tP0,1,0,0
432,ChIJiX8on8ZXei4R-OWPshxZbj8,1,0,1
433,ChIJVe9XvYdXei4Rl9kv2eczkh4,1,0,0
434,ChIJ-YSIVXJXei4RruOW9y8zbV4,1,0,0
435,ChIJj4NxStBXei4R0_Z0OLFUQB4,1,0,0
436,ChIJLWQAcH9Zei4RicSfBkmuJD8,1,0,1
437,ChIJqSyWw8dZei4R-pE7g-a8Fnk,1,0,0
438,ChIJdz5d9yNYei4RWuToEFCOXoQ,1,0,0
439,ChIJZ7oSsilZei4RQzPho6UmQeo,1,0,0
440,ChIJFW9moyZYei4RyydF4VnJZgw,1,1,0
441,ChIJDa6R0phZei4REkUe6pMgBtc,1,0,0
442,ChIJR9H98Q1Zei4REhZz0vK_KBA,1,0,0
443,ChIJ5Smbr4hXei4RusVOLfvkF7A,1,0,0
444,ChIJXy8klKFZei4RF1nHZEzZ2So,1,0,0
445,ChIJ9TaF7DpYei4RtQ2l9Ud0fd4,1,0,0
446,ChIJa1PzdTBYei4RmTA-8EqMr9A,1,1,0
447,ChIJ3SIrLCZYei4RRa7OiqvDiyM,1,0,0
448,ChIJ2wIiATBYei4RfQlQAqkm-KA,1,0,0
449,ChIJedKoWaNXei4RcGvvUrCm5oo,1,0,0
450,ChIJa9Wyqa5Zei4RlHRFXr6zAoM,1,0,0
451,ChIJjU9NTCRYei4RJMKv7vPCTyg,0,1,0
452,ChIJqd4OJsNZei4RcU1HLcMt4Ao,0,1,0
453,ChIJmWD4RAhZei4R5i9fjT9I944,0,1,0
454,ChIJ8SyahhxZei4R1qjSEHKF4xE,0,1,0
455,ChIJRcW3nNRZei4RjdZ7dEhnHqM,0,1,0
456,ChIJEVFlWFRZei4RMglG_1lCv_k,0,1,0
457,ChIJ_WKkLNxXei4R7Jh9_wrcp9U,0,1,0
458,ChIJl1DJyt5Zei4Rvz_yPQeMcf8,0,1,0
459,ChIJjf3V6rxXei4R0lNHoFphUss,0,1,0
460,ChIJ85eDjCxYei4RRK5nUHFbqT0,0,1,0
461,ChIJT802CndXei4RnbV0q9GPMfc,0,1,0
462,ChIJt_YonklZei4Rs83js1UVf4U,0,1,0
463,ChIJIW4v2s1Zei4R9WVw7URxr8o,0,1,0
464,ChIJxUnNYSVYei4RWxF9CIWisck,0,1,0
465,ChIJa3boizxZei4RJ0nb9dg5uEw,0,1,0
466,ChIJWz07LiRZei4RrpxzXLNxN0w,0,1,0
467,ChIJX8PK_Y1lei4R6_pnyqugFwM,0,0,1
468,ChIJIVxbSylnei4R4EkHXfdi-qU,0,0,1
469,ChIJb6sdaShhei4RaBwyTM7oNFs,0,0,1
470,ChIJxR4VJpxhei4RuFk2wiZxHXs,0,0,1
471,ChIJlbzFzDpnei4RWu-ObWHlalo,0,0,1
472,ChIJkU8On0lnei4R1bl-m8NihlQ,0,0,1
473,ChIJMzSC0U5nei4RETescYq5Tuk,0,0,1
474,ChIJ1beRqy5nei4Rb8hhglt1uZA,0,0,1
475,ChIJiScNOSxnei4R2sSfvWW23mI,0,0,1
476,ChIJJ0kngM1gei4R9Lx2Kp9WMSY,0,0,1
477,ChIJC5I4ZLFgei4R7Ji7IYz_OKs,0,0,1
478,ChIJU5eve41nei4RgkY7uLR4OE8,0,0,1
479,ChIJz8b_3FFnei4RyQzP4v9c3nM,0,0,1
480,ChIJN3wIRyxnei4RCI2ifPV6nEU,0,0,1
481,ChIJVx1O7vhdei4RwFxkVhym2RA,0,0,1
482,ChIJu-N07Fdnei4RjraVCHptiAY,0,0,1
483,ChIJAwdDUDJnei4RsIpX8iHl_kI,0,0,1
484,ChIJSdeHgMtgei4R_8HH_ZIqET4,0,0,1
485,ChIJ2RN9_2Bnei4RdD0ODTbeVY8,0,0,1
486,ChIJoRnH3Ytdei4RBmV3hmsRsi4,0,0,1
487,ChIJ0ehoQfRfei4R7SKi49o9hSk,1,0,0
488,ChIJq8zJLyhfei4RBsyL7HhtMEA,1,0,1
489,ChIJk55zvl9Zei4RTL6iW_hIJE8,1,0,0
490,ChIJh7FUo-pZei4RvJF4ihJ3maE,1,0,0
491,ChIJkZA6XWO1ey4RsBeg5G9mX_Y,0,1,0
492,ChIJtVoSXVyzey4RVZsXBV4FdD0,0,1,0
493,ChIJ07cHoVKzey4Rmq9OpZg54xk,0,1,0
494,ChIJwbGA-wCzey4RzTlhLBNAgvs,0,1,0
495,ChIJ65V2IV2zey4RTnoqMPh0nNY,0,1,0
496,ChIJAd_fLEOzey4REvhX95u2-sc,0,1,0
497,ChIJc2Jhi9hNei4Rq5WuZ7BpZ8M,0,1,0
498,ChIJkQkZm_Kzey4RQ5X0G9VFYk0,0,1,0
499,ChIJJZ9uvvWzey4R-WiEp2DzxXE,0,1,0
500,ChIJ79o2gnCzey4REJJ9F-p8JG4,0,1,0
501,ChIJ_6nr6z-zey4R26gme5cvfFg,0,1,0
502,ChIJD68624qzey4RqyfJmpyTDto,0,1,0
503,ChIJ7zrnEsqzey4RcvAXC0Pl46E,0,1,0
504,ChIJVRpSvmVJei4R6pjSBKM3Bg4,0,1,0
505,ChIJPw_DVQO1ey4RJ8zknYN6eIc,0,1,0
506,ChIJoTRfLvxNei4Rh14lFYUU0q8,0,1,0
507,ChIJIb_J58uzey4RQrREa7APLVU,0,1,0
508,ChIJKVwqYEWzey4RD5JYvOOOGgE,0,1,0
509,ChIJGaumkBpLei4ROxSwfo03bd0,0,1,0
510,ChIJKyz6-UGzey4RS0hYdoMgWyg,0,1,0
511,ChIJH1d8l11Lei4RO4CtrphMyWU,0,0,1
512,ChIJWyeUmD1Lei4RDUmk4Me3RnQ,0,0,1
513,ChIJKzg1tcRLei4Rgs3Nkygb_nc,0,0,1
514,ChIJp3J9PiNLei4R12QjF26T0N4,0,0,1
515,ChIJZ2c-RxK1ey4RPYqaToDztJ8,0,1,1
516,ChIJ8fnq61ZLei4RhQv8BUXkQVY,0,0,1
517,ChIJyQU7ifi1ey4RLk1g0POwpfY,0,0,1
518,ChIJMwP2z7BMei4RHQFGaNTEMzQ,0,0,1
519,ChIJJb8wMyZNei4Riyg9t1c5D1o,0,0,1
520,ChIJi84m0Fq0ey4RLhxt2103kAE,0,0,1
521,ChIJ_-k-ih9Nei4RmXhse9O5CHw,0,0,1
522,ChIJMzEAfmmzey4RxXdP9GcDgLA,0,0,1
523,ChIJ4SmfZ3Gzey4RpPQUGiGr7sU,0,0,1
524,ChIJGybWGGazey4RNf1PvIJ6Vw4,0,0,1
525,ChIJg8Ex4nhNei4RnfsSWH7S36A,0,0,1
526,ChIJY9ugDkNNei4RYkoF4gNhD88,0,0,1
527,ChIJHTFUwtC1ey4RI7WA_E3g0-E,0,0,1
528,ChIJO92UhBWzey4RicUe0c7KtOU,0,0,1
529,ChIJH8qJ92izey4RF7fnh1txyfw,0,0,1
530,ChIJQ2Zt5OWzey4RTUjITUCbTTI,0,0,1
531,ChIJg6tNztpLei4Rhgr-nu25c_o,1,0,0
532,ChIJ9z5ahuO1ey4R-UzlLn4SObc,1,0,0
533,ChIJKXI_9UVLei4Ry5ESQFYK7qM,1,0,0
534,ChIJV3OgjLxLei4RlYh7PT90Yn4,1,0,0
535,ChIJFYuzM5VLei4Rc_ixnj3fzOc,1,0,0
536,ChIJAUC43qpLei4RKDScIdkWTrQ,1,0,0
537,ChIJ0a5RWDC1ey4RCUa5qUKCHkU,1,0,0
538,ChIJ7eEUlVFLei4RZEnzwEI594I,1,0,0
539,ChIJuVZTqYpLei4RrODYQ4mfu_k,1,0,0
540,ChIJhdFyKvhNei4R41JNlKEF3pU,1,0,0
541,ChIJR7wkE1y1ey4RsI5y7HOKppo,1,0,0
542,ChIJmc40HHi1ey4R8-M2BAxmCcA,1,0,0
543,ChIJkXXgBilLei4RssrsVkKkz9s,1,0,0
544,ChIJB6wLFWVLei4RM8iEt8nWGHg,1,0,0
545,ChIJHeeut2FNei4R1UkzR0KYdt4,1,0,0
546,ChIJ9bR2cARNei4RGT_bEf77qyk,1,0,0
547,ChIJNyTTyIK1ey4RvIRJaw8eSFk,1,0,0
548,ChIJbUgs4BZLei4RM6q6BWRgIQQ,1,0,0
549,ChIJ29d7H1VLei4REVfbBPkULPA,1,0,0
550,ChIJn69MZXm1ey4RdBcckJestyQ,1,0,0
